"id","views","nameTm","nameRu","videoPath","imagePath","categoryId","createdAt","updatedAt"
"59f9ca5e-82c8-4d61-b17e-0cc63fec5375",0,"Türkmenistan milli ýygyndysynyň futbolçysy Ruslan Mingazow bilen söhbetdeşlik","Интервью с футболистом сборной Туркменистана Русланом Мингазовым","videos\1695212359874_1692380711879_Ruslan Mingazow.mp4","videos\1695212359874_1692380711878_Ruslan Mingazow.webp","26ed10d1-1b87-4dcc-b7b8-62ea650419d1","2023-09-20 12:19:21.536","2023-09-20 12:19:21.536"
